id,order_id,customer_email,product_name,category,product_price,sku,supplier_name,return_reason,days_since_purchase,warehouse_location,repair_cost,damage_level,salvage_value_percent,resale_value,holding_cost,transport_cost,net_recovery_value,recommended_action,routing_destination,fraud_risk,priority_level,reuse_possible,recycling_needed,waste_reduction
740,ORD-74083,cust5205@example.com,Board Game,Toys,715.57,SKU-0740,AutoParts India,Battery drains in one hour,13,Chennai,137.41,Moderate Damage,52.0,372.1,18.6,35.78,180.31,Refurbish,Repair Center,High,Medium,True,False,Medium
741,ORD-45024,cust9400@example.com,Denim Jacket,Clothing,1661.46,SKU-0741,AutoParts India,Battery drains in one hour,7,Jaipur,45.7,Moderate Damage,53.0,880.57,23.26,83.07,728.54,Refurbish,Repair Center,Low,Medium,True,False,Medium
742,ORD-44644,cust8150@example.com,Face Cream SPF,Beauty,367.1,SKU-0742,SportGear India,Doesn't fit my use case,22,Kolkata,0,No Damage,86.7,318.28,16.15,18.36,283.77,Restock,Main Warehouse,Low,High,True,False,Low
743,ORD-47732,cust2658@example.com,Badminton Set,Sports,945.5,SKU-0743,BookBazaar,"Changed my mind, don't need it",15,Surat,0,No Damage,87.8,830.15,28.37,47.28,754.5,Restock,Main Warehouse,Low,High,True,False,Low
744,ORD-74924,cust8989@example.com,Running Shoes,Sports,2024.84,SKU-0744,SportGear India,Minor scratch on the surface,19,Hyderabad,0,Minor Damage,74.2,1502.43,76.94,101.24,1324.25,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
745,ORD-68648,cust2926@example.com,Board Game,Toys,583.67,SKU-0745,HomeDecor Co,Quality much lower than expected,11,Bangalore,96.69,Moderate Damage,52.4,305.84,12.84,29.18,167.13,Refurbish,Repair Center,Medium,Medium,True,False,Medium
746,ORD-54287,cust3427@example.com,Car Seat Cover,Automotive,2343.8,SKU-0746,TechVista Ltd,"Changed my mind, don't need it",14,Jaipur,0,No Damage,87.9,2060.2,65.63,117.19,1877.38,Restock,Main Warehouse,Low,High,True,False,Low
747,ORD-25836,cust5769@example.com,Coffee Table,Furniture,4464.67,SKU-0747,FashionHub India,Battery drains in one hour,16,Surat,597.49,Moderate Damage,51.6,2303.77,142.87,223.23,1340.18,Refurbish,Repair Center,Medium,Medium,True,False,Medium
748,ORD-39444,cust6204@example.com,Cookware Set,Home & Kitchen,1235.37,SKU-0748,AutoParts India,Quality much lower than expected,3,Delhi,1.84,Moderate Damage,53.5,660.92,7.41,61.77,589.9,Refurbish,Repair Center,Medium,High,True,False,Medium
749,ORD-30960,cust9648@example.com,Instant Pot,Home & Kitchen,3516.05,SKU-0749,GlobalImports,Screen cracked during delivery,18,Bangalore,863.66,Severe Damage,12.3,432.47,126.58,175.8,-733.57,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
750,ORD-15822,cust6904@example.com,Wireless Gaming Mouse,Electronics,2005.71,SKU-0750,AutoParts India,Minor scratch on the surface,19,Pune,0,Minor Damage,74.2,1488.24,76.22,100.29,1311.73,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
751,ORD-38925,cust9212@example.com,Instant Pot,Home & Kitchen,2984.79,SKU-0751,AutoParts India,Received damaged packaging,26,Jaipur,0,Minor Damage,73.1,2181.88,155.21,149.24,1877.43,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
752,ORD-57115,cust9433@example.com,Cotton T-Shirt,Clothing,557.06,SKU-0752,AutoParts India,"Product is defective, stopped working after 2 days",30,Jaipur,75.56,Moderate Damage,49.5,275.74,33.42,27.85,138.91,Refurbish,Repair Center,Low,Low,True,False,Medium
753,ORD-14694,cust6711@example.com,Yoga Mat,Sports,778.37,SKU-0753,HomeDecor Co,"Dead on arrival, never worked",19,Ahmedabad,187.24,Severe Damage,12.2,94.96,29.58,38.92,-160.78,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
754,ORD-14868,cust1707@example.com,Cotton T-Shirt,Clothing,499.16,SKU-0754,SportGear India,Duplicate order placed,9,Ahmedabad,0,No Damage,88.7,442.75,8.98,24.96,408.81,Restock,Main Warehouse,Medium,High,True,False,Low
755,ORD-37216,cust2587@example.com,Board Game,Toys,621.25,SKU-0755,BookBazaar,"Changed my mind, don't need it",23,Pune,0,No Damage,86.5,537.38,28.58,31.06,477.74,Restock,Main Warehouse,Low,High,True,False,Low
756,ORD-97455,cust7258@example.com,Badminton Set,Sports,799.39,SKU-0756,HomeDecor Co,Duplicate order placed,21,Bangalore,0,No Damage,86.8,693.87,33.57,39.97,620.33,Restock,Main Warehouse,Medium,High,True,False,Low
757,ORD-86897,cust8558@example.com,Running Shoes,Sports,2101.36,SKU-0757,FurniWorld,Size doesn't fit properly,7,Hyderabad,0,No Damage,89.0,1870.21,29.42,105.07,1735.72,Restock,Main Warehouse,Medium,High,True,False,Low
758,ORD-33870,cust3369@example.com,Action Figure Set,Toys,286.92,SKU-0758,GlobalImports,Quality much lower than expected,27,Hyderabad,5.38,Moderate Damage,50.0,143.46,15.49,14.35,108.24,Refurbish,Repair Center,Low,Low,True,False,Medium
759,ORD-30323,cust9414@example.com,Python Book,Books,544.0,SKU-0759,HomeDecor Co,Cosmetic damage on body,1,Surat,0,Minor Damage,76.8,417.79,1.09,27.2,389.5,Repack and Discount,Discount Inventory Zone,High,High,True,False,Medium
760,ORD-67061,cust9583@example.com,Board Game,Toys,714.41,SKU-0760,HomeDecor Co,Doesn't fit my use case,27,Pune,0,No Damage,86.0,614.39,38.58,35.72,540.09,Restock,Main Warehouse,Medium,High,True,False,Low
761,ORD-91866,cust7232@example.com,Instant Pot,Home & Kitchen,3056.52,SKU-0761,AutoParts India,Doesn't fit my use case,16,Pune,0,No Damage,87.6,2677.51,97.81,152.83,2426.87,Restock,Main Warehouse,Low,High,True,False,Low
762,ORD-46439,cust7762@example.com,Python Book,Books,574.03,SKU-0762,FurniWorld,"Product is defective, stopped working after 2 days",20,Delhi,2.15,Moderate Damage,51.0,292.76,22.96,28.7,238.95,Refurbish,Repair Center,Low,Medium,True,False,Medium
763,ORD-96442,cust7985@example.com,Cotton T-Shirt,Clothing,520.11,SKU-0763,FashionHub India,Device shattered when dropped,21,Hyderabad,24.91,Severe Damage,11.8,61.37,21.84,26.01,-11.39,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
764,ORD-72108,cust1783@example.com,Denim Jacket,Clothing,1718.76,SKU-0764,BookBazaar,Duplicate order placed,3,Ahmedabad,0,No Damage,89.5,1538.29,10.31,85.94,1442.04,Restock,Main Warehouse,Medium,High,True,False,Low
765,ORD-82135,cust8523@example.com,Office Chair,Furniture,8683.69,SKU-0765,FurniWorld,"Changed my mind, don't need it",23,Mumbai,0,No Damage,86.5,7511.39,399.45,434.18,6677.76,Restock,Main Warehouse,Low,High,True,False,Low
766,ORD-45397,cust1111@example.com,Denim Jacket,Clothing,1578.5,SKU-0766,BookBazaar,Device shattered when dropped,28,Jaipur,119.47,Severe Damage,10.8,170.48,88.4,78.93,-116.32,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
767,ORD-74649,cust5148@example.com,Badminton Set,Sports,884.55,SKU-0767,FashionHub India,"Changed my mind, don't need it",24,Kolkata,0,No Damage,86.4,764.25,42.46,44.23,677.56,Restock,Main Warehouse,Medium,High,True,False,Low
768,ORD-85137,cust2991@example.com,Bluetooth Headphones,Electronics,2857.12,SKU-0768,FashionHub India,Missing parts in the package,25,Delhi,460.41,Moderate Damage,50.2,1434.27,142.86,142.86,688.14,Refurbish,Repair Center,Low,Medium,True,False,Medium
769,ORD-82787,cust5829@example.com,Smart Watch,Electronics,5257.66,SKU-0769,AutoParts India,Wrong color delivered,19,Delhi,0,No Damage,87.2,4584.68,199.79,262.88,4122.01,Restock,Main Warehouse,Low,High,True,False,Low
770,ORD-64856,cust7395@example.com,Action Figure Set,Toys,285.81,SKU-0770,AutoParts India,Missing parts in the package,23,Mumbai,28.85,Moderate Damage,50.5,144.33,13.15,14.29,88.04,Refurbish,Repair Center,Low,Medium,True,False,Medium
771,ORD-42699,cust9064@example.com,Protein Powder,Beauty,989.87,SKU-0771,HomeDecor Co,Water damage inside device,2,Delhi,6.45,Severe Damage,14.7,145.51,3.96,49.49,85.61,Liquidate,Liquidation Partner,Low,High,False,True,High
772,ORD-19047,cust6257@example.com,Office Chair,Furniture,8045.63,SKU-0772,HomeDecor Co,Received damaged packaging,25,Hyderabad,0,Minor Damage,73.2,5889.4,402.28,402.28,5084.84,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
773,ORD-79110,cust2458@example.com,Board Game,Toys,740.79,SKU-0773,FashionHub India,"Packaging damage only, product fine",19,Surat,0,Minor Damage,74.2,549.67,28.15,37.04,484.48,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
774,ORD-71483,cust1674@example.com,Protein Powder,Beauty,994.14,SKU-0774,FashionHub India,Quality much lower than expected,21,Pune,93.78,Moderate Damage,50.9,506.02,41.75,49.71,320.78,Refurbish,Repair Center,Medium,Medium,True,False,Medium
775,ORD-78954,cust5506@example.com,Denim Jacket,Clothing,1500.87,SKU-0775,HomeDecor Co,Minor scratch on the surface,15,Kolkata,0,Minor Damage,74.8,1122.65,45.03,75.04,1002.58,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
776,ORD-40293,cust1708@example.com,Cotton T-Shirt,Clothing,548.66,SKU-0776,TechVista Ltd,Wrong color delivered,4,Surat,0,No Damage,89.4,490.5,4.39,27.43,458.68,Restock,Main Warehouse,Low,High,True,False,Low
777,ORD-66117,cust7621@example.com,Bluetooth Headphones,Electronics,3044.84,SKU-0777,TechVista Ltd,Wrong item delivered,7,Mumbai,0,No Damage,89.0,2709.91,42.63,152.24,2515.04,Restock,Main Warehouse,Low,High,True,False,Low
778,ORD-12903,cust9279@example.com,Face Cream SPF,Beauty,347.54,SKU-0778,GlobalImports,Size doesn't fit properly,12,Jaipur,0,No Damage,88.2,306.53,8.34,17.38,280.81,Restock,Main Warehouse,Medium,High,True,False,Low
779,ORD-26097,cust4676@example.com,Denim Jacket,Clothing,1351.15,SKU-0779,TechVista Ltd,Duplicate order placed,9,Chennai,0,No Damage,88.7,1198.47,24.32,67.56,1106.59,Restock,Main Warehouse,Low,High,True,False,Low
780,ORD-65684,cust4318@example.com,Protein Powder,Beauty,1184.84,SKU-0780,TechVista Ltd,Received damaged packaging,24,Mumbai,0,Minor Damage,73.4,869.67,56.87,59.24,753.56,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
781,ORD-97095,cust7826@example.com,LED TV 32 inch,Electronics,15655.5,SKU-0781,SportGear India,Water damage inside device,7,Surat,3233.45,Severe Damage,13.9,2176.11,219.18,782.78,-2059.3,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
782,ORD-40726,cust7170@example.com,Smart Watch,Electronics,6342.01,SKU-0782,FurniWorld,Quality much lower than expected,1,Surat,984.92,Moderate Damage,53.9,3418.34,12.68,317.1,2103.64,Refurbish,Repair Center,Low,High,True,False,Medium
783,ORD-85052,cust5236@example.com,Face Cream SPF,Beauty,457.89,SKU-0783,TechVista Ltd,Minor scratch on the surface,27,Bangalore,0,Minor Damage,73.0,334.26,24.73,22.89,286.64,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
784,ORD-27806,cust7875@example.com,Cotton T-Shirt,Clothing,475.04,SKU-0784,GlobalImports,Device shattered when dropped,2,Delhi,17.97,Severe Damage,14.7,69.83,1.9,23.75,26.21,Liquidate,Liquidation Partner,Medium,High,False,True,High
785,ORD-66503,cust9614@example.com,LED TV 32 inch,Electronics,16834.15,SKU-0785,HomeDecor Co,Wrong item delivered,5,Ahmedabad,0,No Damage,89.2,15016.06,168.34,841.71,14006.01,Restock,Main Warehouse,Low,High,True,False,Low
786,ORD-41013,cust5367@example.com,Running Shoes,Sports,1894.64,SKU-0786,SportGear India,Battery drains in one hour,16,Jaipur,86.07,Moderate Damage,51.6,977.63,60.63,94.73,736.2,Refurbish,Repair Center,Low,Medium,True,False,Medium
787,ORD-27916,cust8656@example.com,Running Shoes,Sports,2145.6,SKU-0787,BookBazaar,"Changed my mind, don't need it",24,Surat,0,No Damage,86.4,1853.8,102.99,107.28,1643.53,Restock,Main Warehouse,Medium,High,True,False,Low
788,ORD-84269,cust1959@example.com,Car Seat Cover,Automotive,2277.36,SKU-0788,BookBazaar,Battery drains in one hour,28,Delhi,494.21,Moderate Damage,49.8,1134.13,127.53,113.87,398.52,Refurbish,Repair Center,High,Low,True,False,Medium
789,ORD-16043,cust2439@example.com,Wireless Gaming Mouse,Electronics,1547.66,SKU-0789,GlobalImports,Size doesn't fit properly,10,Jaipur,0,No Damage,88.5,1369.68,30.95,77.38,1261.35,Restock,Main Warehouse,Low,High,True,False,Low
790,ORD-61987,cust2773@example.com,Denim Jacket,Clothing,1550.93,SKU-0790,FashionHub India,Product stopped working entirely,27,Chennai,313.43,Severe Damage,10.9,169.05,83.75,77.55,-305.68,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
791,ORD-49323,cust4574@example.com,Wireless Gaming Mouse,Electronics,1912.28,SKU-0791,FashionHub India,Duplicate order placed,30,Ahmedabad,0,No Damage,85.5,1635.0,114.74,95.61,1424.65,Restock,Main Warehouse,High,High,True,False,Low
792,ORD-28110,cust6828@example.com,Face Cream SPF,Beauty,352.47,SKU-0792,BookBazaar,"Product is defective, stopped working after 2 days",30,Surat,64.57,Moderate Damage,49.5,174.47,21.15,17.62,71.13,Refurbish,Repair Center,Low,Low,True,False,Medium
793,ORD-35065,cust8958@example.com,Coffee Table,Furniture,5366.65,SKU-0793,AutoParts India,Product stopped working entirely,14,Kolkata,1310.83,Severe Damage,12.9,692.3,150.27,268.33,-1037.13,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
794,ORD-46337,cust7000@example.com,Smart Watch,Electronics,6636.14,SKU-0794,AutoParts India,Screen cracked during delivery,12,Pune,625.89,Severe Damage,13.2,875.97,159.27,331.81,-241.0,Scrap / E-Waste,Recycling Unit,High,Low,False,True,High
795,ORD-68431,cust9876@example.com,Denim Jacket,Clothing,1562.74,SKU-0795,HomeDecor Co,Wrong color delivered,9,Bangalore,0,No Damage,88.7,1386.15,28.13,78.14,1279.88,Restock,Main Warehouse,Medium,High,True,False,Low
796,ORD-11081,cust2676@example.com,Python Book,Books,523.71,SKU-0796,TechVista Ltd,Water damage inside device,22,Bangalore,77.23,Severe Damage,11.7,61.27,23.04,26.19,-65.19,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
797,ORD-74616,cust9294@example.com,Coffee Table,Furniture,5384.48,SKU-0797,SportGear India,Wrong color delivered,12,Kolkata,0,No Damage,88.2,4749.11,129.23,269.22,4350.66,Restock,Main Warehouse,Medium,High,True,False,Low
798,ORD-16057,cust8833@example.com,Running Shoes,Sports,2099.73,SKU-0798,TechVista Ltd,Quality much lower than expected,15,Jaipur,495.93,Moderate Damage,51.8,1087.66,62.99,104.99,423.75,Refurbish,Repair Center,Low,Medium,True,False,Medium
799,ORD-98104,cust4173@example.com,Laptop Backpack,Electronics,1410.2,SKU-0799,HomeDecor Co,"Changed my mind, don't need it",25,Chennai,0,No Damage,86.2,1215.59,70.51,70.51,1074.57,Restock,Main Warehouse,Low,High,True,False,Low
800,ORD-62344,cust9138@example.com,Laptop Backpack,Electronics,1567.67,SKU-0800,HomeDecor Co,Product not as described in listing,2,Surat,0,Minor Damage,76.7,1202.4,6.27,78.38,1117.75,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
801,ORD-81597,cust8838@example.com,Cotton T-Shirt,Clothing,497.63,SKU-0801,TechVista Ltd,Wrong item delivered,17,Ahmedabad,0,No Damage,87.5,435.43,16.92,24.88,393.63,Restock,Main Warehouse,Medium,High,True,False,Low
802,ORD-21654,cust2055@example.com,Face Cream SPF,Beauty,346.97,SKU-0802,FashionHub India,Product stopped working entirely,18,Kolkata,44.03,Severe Damage,12.3,42.68,12.49,17.35,-31.19,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
803,ORD-73937,cust7284@example.com,Bluetooth Headphones,Electronics,2771.29,SKU-0803,GlobalImports,Screen cracked during delivery,30,Ahmedabad,154.42,Severe Damage,10.5,290.99,166.28,138.56,-168.27,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
804,ORD-35601,cust7433@example.com,Cookware Set,Home & Kitchen,1275.59,SKU-0804,SportGear India,Screen cracked during delivery,24,Kolkata,85.34,Severe Damage,11.4,145.42,61.23,63.78,-64.93,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
805,ORD-83501,cust1324@example.com,Running Shoes,Sports,2145.8,SKU-0805,AutoParts India,Missing parts in the package,17,Surat,439.01,Moderate Damage,51.5,1105.09,72.96,107.29,485.83,Refurbish,Repair Center,Medium,Medium,True,False,Medium
806,ORD-62694,cust3519@example.com,LED TV 32 inch,Electronics,18332.94,SKU-0806,AutoParts India,Device shattered when dropped,14,Ahmedabad,2758.84,Severe Damage,12.9,2364.95,513.32,916.65,-1823.86,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
807,ORD-94060,cust3529@example.com,Cookware Set,Home & Kitchen,1324.88,SKU-0807,TechVista Ltd,Quality much lower than expected,9,Surat,36.28,Moderate Damage,52.6,696.89,23.85,66.24,570.52,Refurbish,Repair Center,Low,Medium,True,False,Medium
808,ORD-95693,cust8276@example.com,Face Cream SPF,Beauty,401.37,SKU-0808,SportGear India,Screen cracked during delivery,17,Delhi,17.07,Severe Damage,12.4,49.77,13.65,20.07,-1.02,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
809,ORD-32889,cust8891@example.com,Laptop Backpack,Electronics,1678.0,SKU-0809,FashionHub India,Cosmetic damage on body,16,Hyderabad,0,Minor Damage,74.6,1251.79,53.7,83.9,1114.19,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
810,ORD-39431,cust9102@example.com,Board Game,Toys,638.51,SKU-0810,GlobalImports,Cosmetic damage on body,18,Jaipur,0,Minor Damage,74.3,474.41,22.99,31.93,419.49,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
811,ORD-14927,cust4633@example.com,LED TV 32 inch,Electronics,15902.05,SKU-0811,BookBazaar,"Packaging damage only, product fine",22,Ahmedabad,0,Minor Damage,73.7,11719.81,699.69,795.1,10225.02,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
812,ORD-55726,cust8322@example.com,Wireless Gaming Mouse,Electronics,1543.71,SKU-0812,SportGear India,Quality much lower than expected,28,Chennai,107.64,Moderate Damage,49.8,768.77,86.45,77.19,497.49,Refurbish,Repair Center,Medium,Low,True,False,Medium
813,ORD-84992,cust4244@example.com,Badminton Set,Sports,1009.28,SKU-0813,AutoParts India,Water damage inside device,2,Kolkata,1.3,Severe Damage,14.7,148.36,4.04,50.46,92.56,Liquidate,Liquidation Partner,Low,High,False,True,High
814,ORD-31618,cust1212@example.com,Smart Watch,Electronics,5179.45,SKU-0814,SportGear India,Duplicate order placed,11,Bangalore,0,No Damage,88.3,4573.45,113.95,258.97,4200.53,Restock,Main Warehouse,Medium,High,True,False,Low
815,ORD-28079,cust6221@example.com,Cotton T-Shirt,Clothing,510.81,SKU-0815,SportGear India,Cosmetic damage on body,27,Bangalore,0,Minor Damage,73.0,372.89,27.58,25.54,319.77,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
816,ORD-20921,cust7563@example.com,Yoga Mat,Sports,794.39,SKU-0816,FurniWorld,Minor scratch on the surface,28,Jaipur,0,Minor Damage,72.8,578.32,44.49,39.72,494.11,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
817,ORD-20741,cust9459@example.com,Cotton T-Shirt,Clothing,536.76,SKU-0817,FashionHub India,"Product is defective, stopped working after 2 days",18,Jaipur,61.11,Moderate Damage,51.3,275.36,19.32,26.84,168.09,Refurbish,Repair Center,Low,Medium,True,False,Medium
818,ORD-51300,cust1613@example.com,Protein Powder,Beauty,968.16,SKU-0818,BookBazaar,Missing parts in the package,27,Pune,219.31,Moderate Damage,50.0,484.08,52.28,48.41,164.08,Refurbish,Repair Center,Low,Low,True,False,Medium
819,ORD-97657,cust8349@example.com,Cookware Set,Home & Kitchen,1268.56,SKU-0819,TechVista Ltd,Size doesn't fit properly,8,Chennai,0,No Damage,88.8,1126.48,20.3,63.43,1042.75,Restock,Main Warehouse,Medium,High,True,False,Low
820,ORD-77150,cust1369@example.com,LED TV 32 inch,Electronics,13787.83,SKU-0820,FashionHub India,"Dead on arrival, never worked",8,Mumbai,2700.83,Severe Damage,13.8,1902.72,220.61,689.39,-1708.11,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
821,ORD-62607,cust1684@example.com,Car Seat Cover,Automotive,2252.21,SKU-0821,AutoParts India,"Dead on arrival, never worked",25,Jaipur,348.07,Severe Damage,11.2,252.25,112.61,112.61,-321.04,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
822,ORD-24029,cust4985@example.com,Laptop Backpack,Electronics,1458.51,SKU-0822,GlobalImports,Quality much lower than expected,10,Surat,99.81,Moderate Damage,52.5,765.72,29.17,72.93,563.81,Refurbish,Repair Center,Low,Medium,True,False,Medium
823,ORD-28803,cust1761@example.com,Wireless Gaming Mouse,Electronics,1647.26,SKU-0823,BookBazaar,"Changed my mind, don't need it",27,Pune,0,No Damage,86.0,1416.64,88.95,82.36,1245.33,Restock,Main Warehouse,Low,High,True,False,Low
824,ORD-70292,cust8524@example.com,Car Seat Cover,Automotive,2484.96,SKU-0824,GlobalImports,Device shattered when dropped,25,Bangalore,101.2,Severe Damage,11.2,278.32,124.25,124.25,-71.38,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
825,ORD-87782,cust9600@example.com,Action Figure Set,Toys,263.13,SKU-0825,GlobalImports,Product stopped working entirely,7,Chennai,53.56,Severe Damage,13.9,36.58,3.68,13.16,-33.82,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
826,ORD-83301,cust8926@example.com,Office Chair,Furniture,9517.4,SKU-0826,GlobalImports,Wrong item delivered,16,Bangalore,0,No Damage,87.6,8337.24,304.56,475.87,7556.81,Restock,Main Warehouse,Low,High,True,False,Low
827,ORD-93270,cust8105@example.com,Python Book,Books,688.51,SKU-0827,BookBazaar,Minor scratch on the surface,28,Surat,0,Minor Damage,72.8,501.24,38.56,34.43,428.25,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
828,ORD-73663,cust1303@example.com,LED TV 32 inch,Electronics,17936.04,SKU-0828,FashionHub India,Size doesn't fit properly,16,Bangalore,0,No Damage,87.6,15711.97,573.95,896.8,14241.22,Restock,Main Warehouse,Low,High,True,False,Low
829,ORD-36891,cust8292@example.com,Wireless Gaming Mouse,Electronics,1737.15,SKU-0829,FashionHub India,Missing parts in the package,5,Mumbai,221.49,Moderate Damage,53.2,924.16,17.37,86.86,598.44,Refurbish,Repair Center,Medium,Medium,True,False,Medium
830,ORD-29537,cust1113@example.com,Car Seat Cover,Automotive,1903.15,SKU-0830,FashionHub India,Product stopped working entirely,28,Chennai,436.79,Severe Damage,10.8,205.54,106.58,95.16,-432.99,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
831,ORD-41001,cust1897@example.com,Yoga Mat,Sports,707.36,SKU-0831,FashionHub India,Duplicate order placed,25,Chennai,0,No Damage,86.2,609.74,35.37,35.37,539.0,Restock,Main Warehouse,Low,High,True,False,Low
832,ORD-74073,cust7016@example.com,Laptop Backpack,Electronics,1517.81,SKU-0832,SportGear India,Duplicate order placed,1,Mumbai,0,No Damage,89.8,1362.99,3.04,75.89,1284.06,Restock,Main Warehouse,Medium,High,True,False,Low
833,ORD-10113,cust4174@example.com,Cookware Set,Home & Kitchen,1105.1,SKU-0833,SportGear India,Product not as described in listing,7,Delhi,0,Minor Damage,76.0,839.88,15.47,55.25,769.16,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
834,ORD-89099,cust4332@example.com,Instant Pot,Home & Kitchen,3511.97,SKU-0834,HomeDecor Co,Device shattered when dropped,4,Ahmedabad,273.97,Severe Damage,14.4,505.72,28.1,175.6,28.05,Liquidate,Liquidation Partner,Medium,High,False,True,High
835,ORD-56851,cust7512@example.com,Laptop Backpack,Electronics,1815.82,SKU-0835,FashionHub India,Quality much lower than expected,6,Pune,294.91,Moderate Damage,53.1,964.2,21.79,90.79,556.71,Refurbish,Repair Center,Low,Medium,True,False,Medium
836,ORD-93447,cust2403@example.com,Car Seat Cover,Automotive,2281.12,SKU-0836,FashionHub India,Quality much lower than expected,20,Surat,77.53,Moderate Damage,51.0,1163.37,91.24,114.06,880.54,Refurbish,Repair Center,Medium,Medium,True,False,Medium
837,ORD-12029,cust6372@example.com,Car Seat Cover,Automotive,1903.94,SKU-0837,HomeDecor Co,Product not as described in listing,22,Surat,0,Minor Damage,73.7,1403.2,83.77,95.2,1224.23,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
838,ORD-80663,cust3964@example.com,Running Shoes,Sports,1999.71,SKU-0838,TechVista Ltd,Screen cracked during delivery,1,Delhi,462.64,Severe Damage,14.8,295.96,4.0,99.99,-270.67,Scrap / E-Waste,Recycling Unit,High,High,False,True,High
839,ORD-17179,cust3546@example.com,Laptop Backpack,Electronics,1630.46,SKU-0839,SportGear India,Minor scratch on the surface,13,Chennai,0,Minor Damage,75.0,1222.85,42.39,81.52,1098.94,Repack and Discount,Discount Inventory Zone,High,Medium,True,False,Medium
840,ORD-92865,cust4333@example.com,Instant Pot,Home & Kitchen,3295.28,SKU-0840,FurniWorld,Received damaged packaging,27,Mumbai,0,Minor Damage,73.0,2405.55,177.95,164.76,2062.84,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
841,ORD-22644,cust2810@example.com,Running Shoes,Sports,1986.68,SKU-0841,GlobalImports,Duplicate order placed,17,Pune,0,No Damage,87.5,1738.35,67.55,99.33,1571.47,Restock,Main Warehouse,Medium,High,True,False,Low
842,ORD-84597,cust8270@example.com,Face Cream SPF,Beauty,407.78,SKU-0842,AutoParts India,Received damaged packaging,19,Surat,0,Minor Damage,74.2,302.57,15.5,20.39,266.68,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
843,ORD-84455,cust4465@example.com,Cookware Set,Home & Kitchen,1230.43,SKU-0843,SportGear India,Device shattered when dropped,25,Kolkata,270.26,Severe Damage,11.2,137.81,61.52,61.52,-255.49,Scrap / E-Waste,Recycling Unit,High,Low,False,True,High
844,ORD-89513,cust3272@example.com,Laptop Backpack,Electronics,1738.78,SKU-0844,HomeDecor Co,Wrong item delivered,15,Mumbai,0,No Damage,87.8,1526.65,52.16,86.94,1387.55,Restock,Main Warehouse,High,High,True,False,Low
845,ORD-98493,cust6182@example.com,LED TV 32 inch,Electronics,15699.44,SKU-0845,GlobalImports,"Packaging damage only, product fine",23,Hyderabad,0,Minor Damage,73.5,11539.09,722.17,784.97,10031.95,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
846,ORD-75585,cust1189@example.com,Badminton Set,Sports,936.34,SKU-0846,SportGear India,"Dead on arrival, never worked",14,Delhi,63.84,Severe Damage,12.9,120.79,26.22,46.82,-16.09,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
847,ORD-83553,cust5314@example.com,Protein Powder,Beauty,1126.15,SKU-0847,FashionHub India,"Product is defective, stopped working after 2 days",4,Chennai,101.11,Moderate Damage,53.4,601.36,9.01,56.31,434.93,Refurbish,Repair Center,High,High,True,False,Medium
